> from tabulate import tabulate
> print tabulate(sp500, headers='keys', tablefmt='psql', showindex=False)

(then grab it all and seperate by the find-all on the '\n' to seperate the rows)


+---------+---------+---------+---------+------------------+-------------+----------------+
|    Open |    High |     Low |   Close |           Volume |   Dividends |   Stock Splits |
|   21.29 |   21.29 |   21.29 |   21.29 |      0           |           0 |              0 |
|   21.62 |   21.62 |   21.62 |   21.62 |      0           |           0 |              0 |
|   21.55 |   21.55 |   21.55 |   21.55 |      0           |           0 |              0 |
|   21.52 |   21.52 |   21.52 |   21.52 |      0           |           0 |              0 |
|   21.56 |   21.56 |   21.56 |   21.56 |      0           |           0 |              0 |
|   21.65 |   21.65 |   21.65 |   21.65 |      0           |           0 |              0 |
|   21.5  |   21.5  |   21.5  |   21.5  |      0           |           0 |              0 |
|   21.31 |   21.31 |   21.31 |   21.31 |      0           |           0 |              0 |
|   21.5  |   21.5  |   21.5  |   21.5  |      0           |           0 |              0 |
|   21.61 |   21.61 |   21.61 |   21.61 |      0           |           0 |              0 |
|   21.63 |   21.63 |   21.63 |   21.63 |      0           |           0 |              0 |
|   21.84 |   21.84 |   21.84 |   21.84 |      0           |           0 |              0 |
|   22.04 |   22.04 |   22.04 |   22.04 |      0           |           0 |              0 |
|   22.21 |   22.21 |   22.21 |   22.21 |      0           |           0 |              0 |
|   22.1  |   22.1  |   22.1  |   22.1  |      0           |           0 |              0 |
|   22.35 |   22.35 |   22.35 |   22.35 |      0           |           0 |              0 |
|   22.47 |   22.47 |   22.47 |   22.47 |      0           |           0 |              0 |
|   22.79 |   22.79 |   22.79 |   22.79 |      0           |           0 |              0 |
|   22.74 |   22.74 |   22.74 |   22.74 |      0           |           0 |              0 |
|   23.01 |   23.01 |   23.01 |   23.01 |      0           |           0 |              0 |
|   23.31 |   23.31 |   23.31 |   23.31 |      0           |           0 |              0 |
|   23.06 |   23.06 |   23.06 |   23.06 |      0           |           0 |              0 |
|   22.97 |   22.97 |   22.97 |   22.97 |      0           |           0 |              0 |
|   23.12 |   23.12 |   23.12 |   23.12 |      0           |           0 |              0 |
|   23.32 |   23.32 |   23.32 |   23.32 |      0           |           0 |              0 |
|   23.36 |   23.36 |   23.36 |   23.36 |      0           |           0 |              0 |
|   23.35 |   23.35 |   23.35 |   23.35 |      0           |           0 |              0 |
|   23.26 |   23.26 |   23.26 |   23.26 |      0           |           0 |              0 |
|   23.28 |   23.28 |   23.28 |   23.28 |      0           |           0 |              0 |
|   23.07 |   23.07 |   23.07 |   23.07 |      0           |           0 |              0 |
|   22.64 |   22.64 |   22.64 |   22.64 |      0           |           0 |              0 |
|   22.92 |   22.92 |   22.92 |   22.92 |      0           |           0 |              0 |
|   22.68 |   22.68 |   22.68 |   22.68 |      0           |           0 |              0 |
|   22.89 |   22.89 |   22.89 |   22.89 |      0           |           0 |              0 |
|   23.11 |   23.11 |   23.11 |   23.11 |      0           |           0 |              0 |
|   23.08 |   23.08 |   23.08 |   23.08 |      0           |           0 |              0 |
|   23.28 |   23.28 |   23.28 |   23.28 |      0           |           0 |              0 |
|   23.36 |   23.36 |   23.36 |   23.36 |      0           |           0 |              0 |
|   23.54 |   23.54 |   23.54 |   23.54 |      0           |           0 |              0 |
|   23.36 |   23.36 |   23.36 |   23.36 |      0           |           0 |              0 |
|   23.59 |   23.59 |   23.59 |   23.59 |      0           |           0 |              0 |
|   23.59 |   23.59 |   23.59 |   23.59 |      0           |           0 |              0 |
|   23.67 |   23.67 |   23.67 |   23.67 |      0           |           0 |              0 |
|   23.72 |   23.72 |   23.72 |   23.72 |      0           |           0 |              0 |
|   23.46 |   23.46 |   23.46 |   23.46 |      0           |           0 |              0 |
|   23.6  |   23.6  |   23.6  |   23.6  |      0           |           0 |              0 |
|   23.45 |   23.45 |   23.45 |   23.45 |      0           |           0 |              0 |
|   23.67 |   23.67 |   23.67 |   23.67 |      0           |           0 |              0 |
|   23.9  |   23.9  |   23.9  |   23.9  |      0           |           0 |              0 |
|   24.03 |   24.03 |   24.03 |   24.03 |      0           |           0 |              0 |
|   24.14 |   24.14 |   24.14 |   24.14 |      0           |           0 |              0 |
|   24.29 |   24.29 |   24.29 |   24.29 |      0           |           0 |              0 |
|   24.28 |   24.28 |   24.28 |   24.28 |      0           |           0 |              0 |
|   24.25 |   24.25 |   24.25 |   24.25 |      0           |           0 |              0 |
|   24.62 |   24.62 |   24.62 |   24.62 |      0           |           0 |              0 |
|   24.57 |   24.57 |   24.57 |   24.57 |      0           |           0 |              0 |
|   24.85 |   24.85 |   24.85 |   24.85 |      0           |           0 |              0 |
|   24.15 |   24.15 |   24.15 |   24.15 |      0           |           0 |              0 |
|   25.37 |   25.37 |   25.37 |   25.37 |      0           |           0 |              0 |
|   25.11 |   25.11 |   25.11 |   25.11 |      0           |           0 |              0 |
|   25.16 |   25.16 |   25.16 |   25.16 |      0           |           0 |              0 |
|   25.54 |   25.54 |   25.54 |   25.54 |      0           |           0 |              0 |
|   25.6  |   25.6  |   25.6  |   25.6  |      0           |           0 |              0 |
|   25.46 |   25.46 |   25.46 |   25.46 |      0           |           0 |              0 |
|   25.87 |   25.87 |   25.87 |   25.87 |      0           |           0 |              0 |
|   25.92 |   25.92 |   25.92 |   25.92 |      0           |           0 |              0 |
|   25.84 |   25.84 |   25.84 |   25.84 |      0           |           0 |              0 |
|   25.73 |   25.73 |   25.73 |   25.73 |      0           |           0 |              0 |
|   25.74 |   25.74 |   25.74 |   25.74 |      0           |           0 |              0 |
|   25.56 |   25.56 |   25.56 |   25.56 |      0           |           0 |              0 |
|   25.75 |   25.75 |   25.75 |   25.75 |      0           |           0 |              0 |
|   25.29 |   25.29 |   25.29 |   25.29 |      0           |           0 |              0 |
|   25.5  |   25.5  |   25.5  |   25.5  |      0           |           0 |              0 |
|   25.55 |   25.55 |   25.55 |   25.55 |      0           |           0 |              0 |
|   25.35 |   25.35 |   25.35 |   25.35 |      0           |           0 |              0 |
|   25.32 |   25.32 |   25.32 |   25.32 |      0           |           0 |              0 |
|   24.76 |   24.76 |   24.76 |   24.76 |      0           |           0 |              0 |
|   24.73 |   24.73 |   24.73 |   24.73 |      0           |           0 |              0 |
|   24.9  |   24.9  |   24.9  |   24.9  |      0           |           0 |              0 |
|   24.3  |   24.3  |   24.3  |   24.3  |      0           |           0 |              0 |
|   23.57 |   23.57 |   23.57 |   23.57 |      0           |           0 |              0 |
|   22.98 |   22.98 |   22.98 |   22.98 |      0           |           0 |              0 |
|   23.76 |   23.76 |   23.76 |   23.76 |      0           |           0 |              0 |
|   23.31 |   23.31 |   23.31 |   23.31 |      0           |           0 |              0 |
|   23.4  |   23.4  |   23.4  |   23.4  |      0           |           0 |              0 |
|   23.69 |   23.69 |   23.69 |   23.69 |      0           |           0 |              0 |
|   24.09 |   24.09 |   24.09 |   24.09 |      0           |           0 |              0 |
|   24.42 |   24.42 |   24.42 |   24.42 |      0           |           0 |              0 |
|   24.57 |   24.57 |   24.57 |   24.57 |      0           |           0 |              0 |
|   24.17 |   24.17 |   24.17 |   24.17 |      0           |           0 |              0 |
|   24.28 |   24.28 |   24.28 |   24.28 |      0           |           0 |              0 |
|   23.75 |   23.75 |   23.75 |   23.75 |      0           |           0 |              0 |
|   23.86 |   23.86 |   23.86 |   23.86 |      0           |           0 |              0 |
|   23.74 |   23.74 |   23.74 |   23.74 |      0           |           0 |              0 |
|   23.79 |   23.79 |   23.79 |   23.79 |      0           |           0 |              0 |
|   24.03 |   24.03 |   24.03 |   24.03 |      0           |           0 |              0 |
|   24.23 |   24.23 |   24.23 |   24.23 |      0           |           0 |              0 |
|   24.24 |   24.24 |   24.24 |   24.24 |      0           |           0 |              0 |
|   24.38 |   24.38 |   24.38 |   24.38 |      0           |           0 |              0 |
|   24.49 |   24.49 |   24.49 |   24.49 |      0           |           0 |              0 |
|   24.4  |   24.4  |   24.4  |   24.4  |      0           |           0 |              0 |
|   24.18 |   24.18 |   24.18 |   24.18 |      0           |           0 |              0 |
|   24.29 |   24.29 |   24.29 |   24.29 |      0           |           0 |              0 |
|   23.91 |   23.91 |   23.91 |   23.91 |      0           |           0 |              0 |
|   23.52 |   23.52 |   23.52 |   23.52 |      0           |           0 |              0 |
|   22.38 |   22.38 |   22.38 |   22.38 |      0           |           0 |              0 |
|   23.01 |   23.01 |   23.01 |   23.01 |      0           |           0 |              0 |
|   22.2  |   22.2  |   22.2  |   22.2  |      0           |           0 |              0 |
|   22.13 |   22.13 |   22.13 |   22.13 |      0           |           0 |              0 |
|   22.26 |   22.26 |   22.26 |   22.26 |      0           |           0 |              0 |
|   20.56 |   20.56 |   20.56 |   20.56 |      0           |           0 |              0 |
|   20.58 |   20.58 |   20.58 |   20.58 |      0           |           0 |              0 |
|   19.86 |   19.86 |   19.86 |   19.86 |      0           |           0 |              0 |
|   20.79 |   20.79 |   20.79 |   20.79 |      0           |           0 |              0 |
|   20.25 |   20.25 |   20.25 |   20.25 |      0           |           0 |              0 |
|   20.09 |   20.09 |   20.09 |   20.09 |      0           |           0 |              0 |
|   19.39 |   19.39 |   19.39 |   19.39 |      0           |           0 |              0 |
|   19.54 |   19.54 |   19.54 |   19.54 |      0           |           0 |              0 |
|   20    |   20    |   20    |   20    |      0           |           0 |              0 |
|   19.81 |   19.81 |   19.81 |   19.81 |      0           |           0 |              0 |
|   20.46 |   20.46 |   20.46 |   20.46 |      0           |           0 |              0 |
|   20.24 |   20.24 |   20.24 |   20.24 |      0           |           0 |              0 |
|   20.46 |   20.46 |   20.46 |   20.46 |      0           |           0 |              0 |
|   20.25 |   20.25 |   20.25 |   20.25 |      0           |           0 |              0 |
|   19.83 |   19.83 |   19.83 |   19.83 |      0           |           0 |              0 |
|   19.97 |   19.97 |   19.97 |   19.97 |      0           |           0 |              0 |
|   20.26 |   20.26 |   20.26 |   20.26 |      0           |           0 |              0 |
|   20.77 |   20.77 |   20.77 |   20.77 |      0           |           0 |              0 |
|   20.55 |   20.55 |   20.55 |   20.55 |      0           |           0 |              0 |
|   21.36 |   21.36 |   21.36 |   21.36 |      0           |           0 |              0 |
|   21.32 |   21.32 |   21.32 |   21.32 |      0           |           0 |              0 |
|   21.48 |   21.48 |   21.48 |   21.48 |      0           |           0 |              0 |
|   21.58 |   21.58 |   21.58 |   21.58 |      0           |           0 |              0 |
|   21.77 |   21.77 |   21.77 |   21.77 |      0           |           0 |              0 |
|   20.94 |   20.94 |   20.94 |   20.94 |      0           |           0 |              0 |
|   21.32 |   21.32 |   21.32 |   21.32 |      0           |           0 |              0 |
|   21.66 |   21.66 |   21.66 |   21.66 |      0           |           0 |              0 |
|   21.38 |   21.38 |   21.38 |   21.38 |      0           |           0 |              0 |
|   21.5  |   21.5  |   21.5  |   21.5  |      0           |           0 |              0 |
|   21.82 |   21.82 |   21.82 |   21.82 |      0           |           0 |              0 |
|   21.65 |   21.65 |   21.65 |   21.65 |      0           |           0 |              0 |
|   21.08 |   21.08 |   21.08 |   21.08 |      0           |           0 |              0 |
|   21.21 |   21.21 |   21.21 |   21.21 |      0           |           0 |              0 |
|   21.11 |   21.11 |   21.11 |   21.11 |      0           |           0 |              0 |
|   21.52 |   21.52 |   21.52 |   21.52 |      0           |           0 |              0 |
|   21.52 |   21.52 |   21.52 |   21.52 |      0           |           0 |              0 |
|   21.18 |   21.18 |   21.18 |   21.18 |      0           |           0 |              0 |
|   21.06 |   21.06 |   21.06 |   21.06 |      0           |           0 |              0 |
|   20.27 |   20.27 |   20.27 |   20.27 |      0           |           0 |              0 |
|   20.4  |   20.4  |   20.4  |   20.4  |      0           |           0 |              0 |
|   19.88 |   19.88 |   19.88 |   19.88 |      0           |           0 |              0 |
|   20.15 |   20.15 |   20.15 |   20.15 |      0           |           0 |              0 |
|   20.16 |   20.16 |   20.16 |   20.16 |      0           |           0 |              0 |
|   20.7  |   20.7  |   20.7  |   20.7  |      0           |           0 |              0 |
|   20.54 |   20.54 |   20.54 |   20.54 |      0           |           0 |              0 |
|   20.74 |   20.74 |   20.74 |   20.74 |      0           |           0 |              0 |
|   20.85 |   20.85 |   20.85 |   20.85 |      0           |           0 |              0 |
|   20.64 |   20.64 |   20.64 |   20.64 |      0           |           0 |              0 |
|   20.79 |   20.79 |   20.79 |   20.79 |      0           |           0 |              0 |
|   20.68 |   20.68 |   20.68 |   20.68 |      0           |           0 |              0 |
|   20.98 |   20.98 |   20.98 |   20.98 |      0           |           0 |              0 |
|   21.14 |   21.14 |   21.14 |   21.14 |      0           |           0 |              0 |
|   21.13 |   21.13 |   21.13 |   21.13 |      0           |           0 |              0 |
|   21.37 |   21.37 |   21.37 |   21.37 |      0           |           0 |              0 |
|   21.38 |   21.38 |   21.38 |   21.38 |      0           |           0 |              0 |
|   21.17 |   21.17 |   21.17 |   21.17 |      0           |           0 |              0 |
|   21.02 |   21.02 |   21.02 |   21.02 |      0           |           0 |              0 |
|   21.34 |   21.34 |   21.34 |   21.34 |      0           |           0 |              0 |
|   21.63 |   21.63 |   21.63 |   21.63 |      0           |           0 |              0 |
|   21.76 |   21.76 |   21.76 |   21.76 |      0           |           0 |              0 |
|   21.86 |   21.86 |   21.86 |   21.86 |      0           |           0 |              0 |
|   21.72 |   21.72 |   21.72 |   21.72 |      0           |           0 |              0 |
|   21.5  |   21.5  |   21.5  |   21.5  |      0           |           0 |              0 |
|   21.19 |   21.19 |   21.19 |   21.19 |      0           |           0 |              0 |
|   21.22 |   21.22 |   21.22 |   21.22 |      0           |           0 |              0 |
|   21.29 |   21.29 |   21.29 |   21.29 |      0           |           0 |              0 |
|   21.06 |   21.06 |   21.06 |   21.06 |      0           |           0 |              0 |
|   20.68 |   20.68 |   20.68 |   20.68 |      0           |           0 |              0 |
|   20.17 |   20.17 |   20.17 |   20.17 |      0           |           0 |              0 |
|   20.44 |   20.44 |   20.44 |   20.44 |      0           |           0 |              0 |
|   20.11 |   20.11 |   20.11 |   20.11 |      0           |           0 |              0 |
|   19.73 |   19.73 |   19.73 |   19.73 |      0           |           0 |              0 |
|   19.43 |   19.43 |   19.43 |   19.43 |      0           |           0 |              0 |
|   18.88 |   18.88 |   18.88 |   18.88 |      0           |           0 |              0 |
|   18.59 |   18.59 |   18.59 |   18.59 |      0           |           0 |              0 |
|   19.42 |   19.42 |   19.42 |   19.42 |      0           |           0 |              0 |
|   19.18 |   19.18 |   19.18 |   19.18 |      0           |           0 |              0 |
|   19.42 |   19.42 |   19.42 |   19.42 |      0           |           0 |              0 |
|   18.61 |   18.61 |   18.61 |   18.61 |      0           |           0 |              0 |
|   18.62 |   18.62 |   18.62 |   18.62 |      0           |           0 |              0 |
|   18.4  |   18.4  |   18.4  |   18.4  |      0           |           0 |              0 |
|   17.67 |   17.67 |   17.67 |   17.67 |      0           |           0 |              0 |
|   18.11 |   18.11 |   18.11 |   18.11 |      0           |           0 |              0 |
|   17.91 |   17.91 |   17.91 |   17.91 |      0           |           0 |              0 |
|   18.2  |   18.2  |   18.2  |   18.2  |      0           |           0 |              0 |
|   17.88 |   17.88 |   17.88 |   17.88 |      0           |           0 |              0 |
|   17.16 |   17.16 |   17.16 |   17.16 |      0           |           0 |              0 |
|   17.57 |   17.57 |   17.57 |   17.57 |      0           |           0 |              0 |
|   17.05 |   17.05 |   17.05 |   17.05 |      0           |           0 |              0 |
|   16.9  |   16.9  |   16.9  |   16.9  |      0           |           0 |              0 |
|   17.14 |   17.14 |   17.14 |   17.14 |      0           |           0 |              0 |
|   17.74 |   17.74 |   17.74 |   17.74 |      0           |           0 |              0 |
|   17.78 |   17.78 |   17.78 |   17.78 |      0           |           0 |              0 |
|   17.86 |   17.86 |   17.86 |   17.86 |      0           |           0 |              0 |
|   17.55 |   17.55 |   17.55 |   17.55 |      0           |           0 |              0 |
|   17.34 |   17.34 |   17.34 |   17.34 |      0           |           0 |              0 |
|   16.94 |   16.94 |   16.94 |   16.94 |      0           |           0 |              0 |
|   17.13 |   17.13 |   17.13 |   17.13 |      0           |           0 |              0 |
|   16.62 |   16.62 |   16.62 |   16.62 |      0           |           0 |              0 |
|   16.65 |   16.65 |   16.65 |   16.65 |      0           |           0 |              0 |
|   16.09 |   16.09 |   16.09 |   16.09 |      0           |           0 |              0 |
|   15.54 |   15.54 |   15.54 |   15.54 |      0           |           0 |              0 |
|   15.79 |   15.79 |   15.79 |   15.79 |      0           |           0 |              0 |
|   16.14 |   16.14 |   16.14 |   16.14 |      0           |           0 |              0 |
|   16.56 |   16.56 |   16.56 |   16.56 |      0           |           0 |              0 |
|   16.89 |   16.89 |   16.89 |   16.89 |      0           |           0 |              0 |
|   16.48 |   16.48 |   16.48 |   16.48 |      0           |           0 |              0 |
|   16.66 |   16.66 |   16.66 |   16.66 |      0           |           0 |              0 |
|   17.01 |   17.01 |   17.01 |   17.01 |      0           |           0 |              0 |
|   16.94 |   16.94 |   16.94 |   16.94 |      0           |           0 |              0 |
|   17.2  |   17.2  |   17.2  |   17.2  |      0           |           0 |              0 |
|   17.05 |   17.05 |   17.05 |   17.05 |      0           |           0 |              0 |
|   16.85 |   16.85 |   16.85 |   16.85 |      0           |           0 |              0 |
|   16.61 |   16.61 |   16.61 |   16.61 |      0           |           0 |              0 |
|   16.38 |   16.38 |   16.38 |   16.38 |      0           |           0 |              0 |
|   16.8  |   16.8  |   16.8  |   16.8  |      0           |           0 |              0 |
|   16.96 |   16.96 |   16.96 |   16.96 |      0           |           0 |              0 |
|   16.67 |   16.67 |   16.67 |   16.67 |      0           |           0 |              0 |
|   16.42 |   16.42 |   16.42 |   16.42 |      0           |           0 |              0 |
|   16.43 |   16.43 |   16.43 |   16.43 |      0           |           0 |              0 |
|   15.97 |   15.97 |   15.97 |   15.97 |      0           |           0 |              0 |
|   15.98 |   15.98 |   15.98 |   15.98 |      0           |           0 |              0 |
|   15.73 |   15.73 |   15.73 |   15.73 |      0           |           0 |              0 |
|   15.55 |   15.55 |   15.55 |   15.55 |      0           |           0 |              0 |
|   15.43 |   15.43 |   15.43 |   15.43 |      0           |           0 |              0 |
|   14.94 |   14.94 |   14.94 |   14.94 |      0           |           0 |              0 |
|   14.44 |   14.44 |   14.44 |   14.44 |      0           |           0 |              0 |
|   15.11 |   15.11 |   15.11 |   15.11 |      0           |           0 |              0 |
|   15.22 |   15.22 |   15.22 |   15.22 |      0           |           0 |              0 |
|   15.39 |   15.39 |   15.39 |   15.39 |      0           |           0 |              0 |
|   14.88 |   14.88 |   14.88 |   14.88 |      0           |           0 |              0 |
|   14.96 |   14.96 |   14.96 |   14.96 |      0           |           0 |              0 |
|   15.16 |   15.16 |   15.16 |   15.16 |      0           |           0 |              0 |
|   14.85 |   14.85 |   14.85 |   14.85 |      0           |           0 |              0 |
|   14.72 |   14.72 |   14.72 |   14.72 |      0           |           0 |              0 |
|   15.06 |   15.06 |   15.06 |   15.06 |      0           |           0 |              0 |
|   15.34 |   15.34 |   15.34 |   15.34 |      0           |           0 |              0 |
|   15.85 |   15.85 |   15.85 |   15.85 |      0           |           0 |              0 |
|   15.93 |   15.93 |   15.93 |   15.93 |      0           |           0 |              0 |
|   16.13 |   16.13 |   16.13 |   16.13 |      0           |           0 |              0 |
|   15.09 |   15.09 |   15.09 |   15.09 |      0           |           0 |              0 |
|   16.23 |   16.23 |   16.23 |   16.23 |      0           |           0 |              0 |
|   16.07 |   16.07 |   16.07 |   16.07 |      0           |           0 |              0 |
|   15.84 |   15.84 |   15.84 |   15.84 |      0           |           0 |              0 |
|   15.65 |   15.65 |   15.65 |   15.65 |      0           |           0 |              0 |
|   15.83 |   15.83 |   15.83 |   15.83 |      0           |           0 |              0 |
|   15.46 |   15.46 |   15.46 |   15.46 |      0           |           0 |              0 |
|   15.65 |   15.65 |   15.65 |   15.65 |      0           |           0 |              0 |
|   15.46 |   15.46 |   15.46 |   15.46 |      0           |           0 |              0 |
|   15.78 |   15.78 |   15.78 |   15.78 |      0           |           0 |              0 |
|   15.78 |   15.78 |   15.78 |   15.78 |      0           |           0 |              0 |
|   16.07 |   16.07 |   16.07 |   16.07 |      0           |           0 |              0 |
|   16.42 |   16.42 |   16.42 |   16.42 |      0           |           0 |              0 |
|   16.4  |   16.4  |   16.4  |   16.4  |      0           |           0 |              0 |
|   16.32 |   16.32 |   16.32 |   16.32 |      0           |           0 |              0 |
|   16.02 |   16.02 |   16.02 |   16.02 |      0           |           0 |              0 |
|   16.17 |   16.17 |   16.17 |   16.17 |      0           |           0 |              0 |
|   16.19 |   16.19 |   16.19 |   16.19 |      0           |           0 |              0 |
|   16.16 |   16.16 |   16.16 |   16.16 |      0           |           0 |              0 |
|   16.24 |   16.24 |   16.24 |   16.24 |      0           |           0 |              0 |
|   16.33 |   16.33 |   16.33 |   16.33 |      0           |           0 |              0 |
|   16.22 |   16.22 |   16.22 |   16.22 |      0           |           0 |              0 |
|   16.27 |   16.27 |   16.27 |   16.27 |      0           |           0 |              0 |
|   16.96 |   16.96 |   16.96 |   16.96 |      0           |           0 |              0 |
|   17.23 |   17.23 |   17.23 |   17.23 |      0           |           0 |              0 |
|   17.28 |   17.28 |   17.28 |   17.28 |      0           |           0 |              0 |
|   17.18 |   17.18 |   17.18 |   17.18 |      0           |           0 |              0 |
|   17.34 |   17.34 |   17.34 |   17.34 |      0           |           0 |              0 |
|   17.05 |   17.05 |   17.05 |   17.05 |      0           |           0 |              0 |
|   17.2  |   17.2  |   17.2  |   17.2  |      0           |           0 |              0 |
|   17.43 |   17.43 |   17.43 |   17.43 |      0           |           0 |              0 |
|   17.71 |   17.71 |   17.71 |   17.71 |      0           |           0 |              0 |
|   18.17 |   18.17 |   18.17 |   18.17 |      0           |           0 |              0 |
|   17.97 |   17.97 |   17.97 |   17.97 |      0           |           0 |              0 |
|   18.17 |   18.17 |   18.17 |   18.17 |      0           |           0 |              0 |
|   18.03 |   18.03 |   18.03 |   18.03 |      0           |           0 |              0 |
|   17.52 |   17.52 |   17.52 |   17.52 |      0           |           0 |              0 |
|   17.5  |   17.5  |   17.5  |   17.5  |      0           |           0 |              0 |
|   17.34 |   17.34 |   17.34 |   17.34 |      0           |           0 |              0 |
|   17.69 |   17.69 |   17.69 |   17.69 |      0           |           0 |              0 |
|   17.32 |   17.32 |   17.32 |   17.32 |      0           |           0 |              0 |
|   17.76 |   17.76 |   17.76 |   17.76 |      0           |           0 |              0 |
|   17.72 |   17.72 |   17.72 |   17.72 |      0           |           0 |              0 |
|   17.52 |   17.52 |   17.52 |   17.52 |      0           |           0 |              0 |
|   17.4  |   17.4  |   17.4  |   17.4  |      0           |           0 |              0 |
|   17.32 |   17.32 |   17.32 |   17.32 |      0           |           0 |              0 |
|   17.77 |   17.77 |   17.77 |   17.77 |      0           |           0 |              0 |
|   17.58 |   17.58 |   17.58 |   17.58 |      0           |           0 |              0 |
|   17.81 |   17.81 |   17.81 |   17.81 |      0           |           0 |              0 |
|   18.01 |   18.01 |   18.01 |   18.01 |      0           |           0 |              0 |
|   18.06 |   18.06 |   18.06 |   18.06 |      0           |           0 |              0 |
|   17.76 |   17.76 |   17.76 |   17.76 |      0           |           0 |              0 |
|   17.88 |   17.88 |   17.88 |   17.88 |      0           |           0 |              0 |
|   17.78 |   17.78 |   17.78 |   17.78 |      0           |           0 |              0 |
|   17.54 |   17.54 |   17.54 |   17.54 |      0           |           0 |              0 |
|   17.21 |   17.21 |   17.21 |   17.21 |      0           |           0 |              0 |
|   16.66 |   16.66 |   16.66 |   16.66 |      0           |           0 |              0 |
|   16.69 |   16.69 |   16.69 |   16.69 |      0           |           0 |              0 |
|   16.52 |   16.52 |   16.52 |   16.52 |      0           |           0 |              0 |
|   16.45 |   16.45 |   16.45 |   16.45 |      0           |           0 |              0 |
|   16.5  |   16.5  |   16.5  |   16.5  |      0           |           0 |              0 |
|   16.28 |   16.28 |   16.28 |   16.28 |      0           |           0 |              0 |
|   16.5  |   16.5  |   16.5  |   16.5  |      0           |           0 |              0 |
|   16.41 |   16.41 |   16.41 |   16.41 |      0           |           0 |              0 |
|   16.46 |   16.46 |   16.46 |   16.46 |      0           |           0 |              0 |
|   16.72 |   16.72 |   16.72 |   16.72 |      0           |           0 |              0 |
|   16.51 |   16.51 |   16.51 |   16.51 |      0           |           0 |              0 |
|   16.18 |   16.18 |   16.18 |   16.18 |      0           |           0 |              0 |
|   15.98 |   15.98 |   15.98 |   15.98 |      0           |           0 |              0 |
|   15.73 |   15.73 |   15.73 |   15.73 |      0           |           0 |              0 |
|   15.96 |   15.96 |   15.96 |   15.96 |      0           |           0 |              0 |
|   15.54 |   15.54 |   15.54 |   15.54 |      0           |           0 |              0 |
|   15.22 |   15.22 |   15.22 |   15.22 |      0           |           0 |              0 |
|   15.29 |   15.29 |   15.29 |   15.29 |      0           |           0 |              0 |
|   15.29 |   15.29 |   15.29 |   15.29 |      0           |           0 |              0 |
|   14.76 |   14.76 |   14.76 |   14.76 |      0           |           0 |              0 |
|   14.67 |   14.67 |   14.67 |   14.67 |      0           |           0 |              0 |
|   14.37 |   14.37 |   14.37 |   14.37 |      0           |           0 |              0 |
|   15.09 |   15.09 |   15.09 |   15.09 |      0           |           0 |              0 |
|   14.65 |   14.65 |   14.65 |   14.65 |      0           |           0 |              0 |
|   15.06 |   15.06 |   15.06 |   15.06 |      0           |           0 |              0 |
|   14.94 |   14.94 |   14.94 |   14.94 |      0           |           0 |              0 |
|   15.01 |   15.01 |   15.01 |   15.01 |      0           |           0 |              0 |
|   14.95 |   14.95 |   14.95 |   14.95 |      0           |           0 |              0 |
|   15.44 |   15.44 |   15.44 |   15.44 |      0           |           0 |              0 |
|   15.19 |   15.19 |   15.19 |   15.19 |      0           |           0 |              0 |
|   15.04 |   15.04 |   15.04 |   15.04 |      0           |           0 |              0 |
|   14.99 |   14.99 |   14.99 |   14.99 |      0           |           0 |              0 |
|   14.66 |   14.66 |   14.66 |   14.66 |      0           |           0 |              0 |
|   14.44 |   14.44 |   14.44 |   14.44 |      0           |           0 |              0 |
|   13.84 |   13.84 |   13.84 |   13.84 |      0           |           0 |              0 |
|   13.83 |   13.83 |   13.83 |   13.83 |      0           |           0 |              0 |
|   13.75 |   13.75 |   13.75 |   13.75 |      0           |           0 |              0 |
|   13.89 |   13.89 |   13.89 |   13.89 |      0           |           0 |              0 |
|   13.94 |   13.94 |   13.94 |   13.94 |      0           |           0 |              0 |
|   13.4  |   13.4  |   13.4  |   13.4  |      0           |           0 |              0 |
|   13.41 |   13.41 |   13.41 |   13.41 |      0           |           0 |              0 |
|   13.26 |   13.26 |   13.26 |   13.26 |      0           |           0 |              0 |
|   13.31 |   13.31 |   13.31 |   13.31 |      0           |           0 |              0 |
|   13.02 |   13.02 |   13.02 |   13.02 |      0           |           0 |              0 |
|   12.4  |   12.4  |   12.4  |   12.4  |      0           |           0 |              0 |
|   12.2  |   12.2  |   12.2  |   12.2  |      0           |           0 |              0 |
|   13.12 |   13.12 |   13.12 |   13.12 |      0           |           0 |              0 |
|   13.55 |   13.55 |   13.55 |   13.55 |      0           |           0 |              0 |
|   13.4  |   13.4  |   13.4  |   13.4  |      0           |           0 |              0 |
|   13.56 |   13.56 |   13.56 |   13.56 |      0           |           0 |              0 |
|   13.34 |   13.34 |   13.34 |   13.34 |      0           |           0 |              0 |
|   13.7  |   13.7  |   13.7  |   13.7  |      0           |           0 |              0 |
|   13.73 |   13.73 |   13.73 |   13.73 |      0           |           0 |              0 |
|   13.75 |   13.75 |   13.75 |   13.75 |      0           |           0 |              0 |
|   13.63 |   13.63 |   13.63 |   13.63 |      0           |           0 |              0 |
|   13.66 |   13.66 |   13.66 |   13.66 |      0           |           0 |              0 |
|   13.51 |   13.51 |   13.51 |   13.51 |      0           |           0 |              0 |
|   13.27 |   13.27 |   13.27 |   13.27 |      0           |           0 |              0 |
|   13.22 |   13.22 |   13.22 |   13.22 |      0           |           0 |              0 |
