+---------------------+---------+---------+---------+---------+----------------+----------+---------------+
|                     |    Open |    High |     Low |   Close |   Daily_Change |   Target |   Predictions |
| 2022-10-21 00:00:00 | 3657.1  | 3757.89 | 3647.42 | 3752.75 |    0.0261546   |        1 |             0 |
| 2022-10-20 00:00:00 | 3689.05 | 3736    | 3656.44 | 3665.78 |   -0.00630786  |        1 |             1 |
| 2022-10-19 00:00:00 | 3703.11 | 3728.58 | 3666.51 | 3695.16 |   -0.0021469   |        0 |             1 |
| 2022-10-18 00:00:00 | 3746.26 | 3762.79 | 3686.53 | 3719.98 |   -0.007015    |        0 |             1 |
| 2022-10-17 00:00:00 | 3638.65 | 3689.73 | 3638.65 | 3677.95 |    0.0108007   |        1 |             0 |
| 2022-10-14 00:00:00 | 3690.41 | 3712    | 3579.68 | 3583.07 |   -0.0290862   |        1 |             1 |
| 2022-10-13 00:00:00 | 3520.37 | 3685.41 | 3491.58 | 3669.91 |    0.0424784   |        0 |             0 |
| 2022-10-12 00:00:00 | 3590.83 | 3608.34 | 3573.86 | 3577.03 |   -0.00384314  |        1 |             1 |
| 2022-10-11 00:00:00 | 3595.86 | 3640.66 | 3568.45 | 3588.84 |   -0.00195225  |        0 |             1 |
| 2022-10-10 00:00:00 | 3647.51 | 3652.17 | 3588.1  | 3612.39 |   -0.00962852  |        0 |             1 |
| 2022-10-07 00:00:00 | 3706.74 | 3706.74 | 3620.73 | 3639.66 |   -0.0180968   |        0 |             1 |
| 2022-10-06 00:00:00 | 3771.97 | 3797.93 | 3739.22 | 3744.52 |   -0.00727735  |        0 |             1 |
| 2022-10-05 00:00:00 | 3753.25 | 3806.91 | 3722.66 | 3783.28 |    0.00800107  |        0 |             1 |
| 2022-10-04 00:00:00 | 3726.46 | 3791.92 | 3726.46 | 3790.93 |    0.0173006   |        0 |             0 |
| 2022-10-03 00:00:00 | 3609.78 | 3698.35 | 3604.93 | 3678.43 |    0.0190178   |        1 |             1 |
| 2022-09-30 00:00:00 | 3633.48 | 3671.44 | 3584.13 | 3585.62 |   -0.0131719   |        1 |             1 |
| 2022-09-29 00:00:00 | 3687.01 | 3687.01 | 3610.4  | 3640.47 |   -0.0126227   |        0 |             1 |
| 2022-09-28 00:00:00 | 3651.94 | 3736.74 | 3640.61 | 3719.04 |    0.0183738   |        0 |             1 |
| 2022-09-27 00:00:00 | 3686.44 | 3717.53 | 3623.29 | 3647.29 |   -0.01062     |        1 |             1 |
| 2022-09-26 00:00:00 | 3682.72 | 3715.67 | 3644.76 | 3655.04 |   -0.00751617  |        0 |             1 |
| 2022-09-23 00:00:00 | 3727.14 | 3727.14 | 3647.47 | 3693.23 |   -0.00909811  |        0 |             1 |
| 2022-09-22 00:00:00 | 3782.36 | 3790.9  | 3749.45 | 3757.99 |   -0.0064431   |        0 |             1 |
| 2022-09-21 00:00:00 | 3871.4  | 3907.07 | 3789.49 | 3789.93 |   -0.0210441   |        0 |             1 |
| 2022-09-20 00:00:00 | 3875.23 | 3876.01 | 3827.54 | 3855.93 |   -0.00498036  |        0 |             1 |
| 2022-09-19 00:00:00 | 3849.91 | 3900.45 | 3838.5  | 3899.89 |    0.0129821   |        0 |             1 |
| 2022-09-16 00:00:00 | 3880.95 | 3880.95 | 3837.08 | 3873.33 |   -0.0019634   |        1 |             1 |
| 2022-09-15 00:00:00 | 3932.41 | 3959.14 | 3888.28 | 3901.35 |   -0.00789842  |        0 |             1 |
| 2022-09-14 00:00:00 | 3940.73 | 3961.94 | 3912.18 | 3946.01 |    0.00133986  |        0 |             1 |
| 2022-09-13 00:00:00 | 4037.12 | 4037.12 | 3921.28 | 3932.69 |   -0.0258675   |        1 |             1 |
| 2022-09-12 00:00:00 | 4083.67 | 4119.28 | 4083.67 | 4110.41 |    0.00654809  |        0 |             0 |
| 2022-09-09 00:00:00 | 4022.94 | 4076.81 | 4022.94 | 4067.36 |    0.0110417   |        1 |             0 |
| 2022-09-08 00:00:00 | 3959.94 | 4010.5  | 3944.81 | 4006.18 |    0.0116769   |        1 |             1 |
| 2022-09-07 00:00:00 | 3909.43 | 3987.89 | 3906.03 | 3979.87 |    0.018018    |        1 |             1 |
| 2022-09-06 00:00:00 | 3930.89 | 3942.55 | 3886.75 | 3908.19 |   -0.00577476  |        1 |             1 |
| 2022-09-02 00:00:00 | 3994.66 | 4018.43 | 3906.21 | 3924.26 |   -0.0176235   |        0 |             1 |
| 2022-09-01 00:00:00 | 3936.73 | 3970.23 | 3903.65 | 3966.85 |    0.00765105  |        0 |             1 |
| 2022-08-31 00:00:00 | 4000.67 | 4015.37 | 3954.53 | 3955    |   -0.0114156   |        1 |             1 |
| 2022-08-30 00:00:00 | 4041.25 | 4044.98 | 3965.21 | 3986.16 |   -0.0136319   |        0 |             1 |
| 2022-08-29 00:00:00 | 4034.58 | 4062.99 | 4017.42 | 4030.61 |   -0.000983986 |        0 |             1 |
| 2022-08-26 00:00:00 | 4198.74 | 4203.04 | 4057.66 | 4057.66 |   -0.0336006   |        0 |             1 |
| 2022-08-25 00:00:00 | 4153.26 | 4200.54 | 4147.59 | 4199.12 |    0.011042    |        0 |             0 |
| 2022-08-24 00:00:00 | 4126.55 | 4156.56 | 4119.97 | 4140.77 |    0.00344603  |        1 |             0 |
| 2022-08-23 00:00:00 | 4133.09 | 4159.77 | 4124.03 | 4128.73 |   -0.00105487  |        1 |             1 |
| 2022-08-22 00:00:00 | 4195.08 | 4195.08 | 4129.86 | 4137.99 |   -0.0136088   |        0 |             1 |
| 2022-08-19 00:00:00 | 4266.31 | 4266.31 | 4218.7  | 4228.48 |   -0.00886717  |        0 |             0 |
| 2022-08-18 00:00:00 | 4273.13 | 4292.53 | 4261.98 | 4283.74 |    0.00248304  |        0 |             0 |
| 2022-08-17 00:00:00 | 4280.4  | 4302.18 | 4253.08 | 4274.04 |   -0.00148581  |        1 |             0 |
| 2022-08-16 00:00:00 | 4290.46 | 4325.28 | 4277.77 | 4305.2  |    0.00343558  |        0 |             0 |
| 2022-08-15 00:00:00 | 4269.37 | 4301.79 | 4256.9  | 4297.14 |    0.00650448  |        1 |             0 |
| 2022-08-12 00:00:00 | 4225.02 | 4280.47 | 4219.78 | 4280.15 |    0.0130484   |        1 |             0 |
| 2022-08-11 00:00:00 | 4227.4  | 4257.91 | 4201.41 | 4207.27 |   -0.00476176  |        1 |             0 |
| 2022-08-10 00:00:00 | 4181.02 | 4211.03 | 4177.26 | 4210.24 |    0.00698878  |        0 |             0 |
| 2022-08-09 00:00:00 | 4133.11 | 4137.3  | 4112.09 | 4122.47 |   -0.00257425  |        1 |             1 |
| 2022-08-08 00:00:00 | 4155.93 | 4186.62 | 4128.97 | 4140.06 |   -0.00381867  |        0 |             1 |
| 2022-08-05 00:00:00 | 4115.87 | 4151.58 | 4107.31 | 4145.19 |    0.0071236   |        0 |             1 |
| 2022-08-04 00:00:00 | 4154.85 | 4161.29 | 4135.42 | 4151.94 |   -0.000700424 |        0 |             1 |
| 2022-08-03 00:00:00 | 4107.96 | 4167.66 | 4107.96 | 4155.17 |    0.0114923   |        0 |             0 |
| 2022-08-02 00:00:00 | 4104.21 | 4140.47 | 4079.81 | 4091.19 |   -0.00317236  |        1 |             1 |
| 2022-08-01 00:00:00 | 4112.38 | 4144.95 | 4096.02 | 4118.63 |    0.0015198   |        0 |             1 |
| 2022-07-29 00:00:00 | 4087.33 | 4140.15 | 4079.22 | 4130.29 |    0.0105105   |        0 |             0 |
| 2022-07-28 00:00:00 | 4026.13 | 4078.95 | 3992.97 | 4072.43 |    0.0114999   |        1 |             0 |
| 2022-07-27 00:00:00 | 3951.43 | 4039.56 | 3951.43 | 4023.61 |    0.0182668   |        1 |             0 |
| 2022-07-26 00:00:00 | 3953.22 | 3953.22 | 3910.74 | 3921.05 |   -0.00813765  |        1 |             1 |
| 2022-07-25 00:00:00 | 3965.72 | 3975.3  | 3943.46 | 3966.84 |    0.00028245  |        0 |             1 |
| 2022-07-22 00:00:00 | 3998.43 | 4012.44 | 3938.86 | 3961.63 |   -0.00920362  |        1 |             1 |
| 2022-07-21 00:00:00 | 3955.47 | 3999.29 | 3927.64 | 3998.95 |    0.0109924   |        0 |             0 |
| 2022-07-20 00:00:00 | 3935.32 | 3974.13 | 3922.03 | 3959.9  |    0.00624596  |        1 |             1 |
| 2022-07-19 00:00:00 | 3860.73 | 3939.81 | 3860.73 | 3936.69 |    0.019675    |        1 |             0 |
| 2022-07-18 00:00:00 | 3883.79 | 3902.44 | 3818.63 | 3830.85 |   -0.013631    |        1 |             1 |
| 2022-07-15 00:00:00 | 3818    | 3863.62 | 3817.18 | 3863.16 |    0.0118282   |        0 |             1 |
| 2022-07-14 00:00:00 | 3763.99 | 3796.41 | 3721.56 | 3790.38 |    0.00701115  |        1 |             1 |
| 2022-07-13 00:00:00 | 3779.67 | 3829.44 | 3759.07 | 3801.78 |    0.00584975  |        0 |             1 |
| 2022-07-12 00:00:00 | 3851.95 | 3873.41 | 3802.36 | 3818.8  |   -0.00860601  |        0 |             1 |
| 2022-07-11 00:00:00 | 3880.94 | 3880.94 | 3847.22 | 3854.43 |   -0.00683082  |        0 |             1 |
| 2022-07-08 00:00:00 | 3888.26 | 3918.5  | 3869.34 | 3899.38 |    0.00285986  |        0 |             1 |
| 2022-07-07 00:00:00 | 3858.85 | 3910.63 | 3858.85 | 3902.62 |    0.0113428   |        0 |             0 |
| 2022-07-06 00:00:00 | 3831.98 | 3870.91 | 3809.37 | 3845.08 |    0.00341862  |        1 |             1 |
| 2022-07-05 00:00:00 | 3792.61 | 3832.19 | 3742.06 | 3831.39 |    0.0102251   |        1 |             1 |
| 2022-07-01 00:00:00 | 3781    | 3829.82 | 3752.1  | 3825.33 |    0.0117244   |        1 |             1 |
| 2022-06-30 00:00:00 | 3785.99 | 3818.99 | 3738.67 | 3785.38 |   -0.000161149 |        1 |             1 |
| 2022-06-29 00:00:00 | 3825.09 | 3836.5  | 3799.02 | 3818.83 |   -0.00163657  |        0 |             1 |
| 2022-06-28 00:00:00 | 3913    | 3945.86 | 3820.14 | 3821.55 |   -0.0233708   |        0 |             1 |
| 2022-06-27 00:00:00 | 3920.76 | 3927.72 | 3889.66 | 3900.11 |   -0.00526681  |        0 |             1 |
| 2022-06-24 00:00:00 | 3821.75 | 3913.65 | 3821.75 | 3911.74 |    0.0235468   |        0 |             0 |
| 2022-06-23 00:00:00 | 3774.71 | 3802.58 | 3743.52 | 3795.73 |    0.00556864  |        1 |             1 |
| 2022-06-22 00:00:00 | 3733.89 | 3801.79 | 3717.69 | 3759.89 |    0.00696325  |        1 |             1 |
| 2022-06-21 00:00:00 | 3715.31 | 3779.65 | 3715.31 | 3764.79 |    0.0133179   |        0 |             0 |
| 2022-06-17 00:00:00 | 3665.9  | 3707.71 | 3636.87 | 3674.84 |    0.00243874  |        1 |             1 |
| 2022-06-16 00:00:00 | 3728.18 | 3728.18 | 3639.77 | 3666.77 |   -0.0164718   |        1 |             1 |
| 2022-06-15 00:00:00 | 3764.05 | 3837.56 | 3722.3  | 3789.99 |    0.0068915   |        0 |             1 |
| 2022-06-14 00:00:00 | 3763.52 | 3778.18 | 3705.68 | 3735.48 |   -0.00745048  |        1 |             1 |
| 2022-06-13 00:00:00 | 3838.15 | 3838.15 | 3734.3  | 3749.63 |   -0.0230632   |        0 |             1 |
| 2022-06-10 00:00:00 | 3974.39 | 3974.39 | 3900.16 | 3900.86 |   -0.0185009   |        0 |             1 |
| 2022-06-09 00:00:00 | 4101.65 | 4119.1  | 4017.17 | 4017.82 |   -0.0204381   |        0 |             1 |
| 2022-06-08 00:00:00 | 4147.12 | 4160.14 | 4107.2  | 4115.77 |   -0.00755949  |        0 |             1 |
| 2022-06-07 00:00:00 | 4096.47 | 4164.86 | 4080.19 | 4160.68 |    0.0156745   |        0 |             1 |
| 2022-06-06 00:00:00 | 4134.72 | 4168.78 | 4109.18 | 4121.43 |   -0.00321425  |        1 |             1 |
| 2022-06-03 00:00:00 | 4137.57 | 4142.67 | 4098.67 | 4108.54 |   -0.00701614  |        1 |             1 |
| 2022-06-02 00:00:00 | 4095.41 | 4177.51 | 4074.37 | 4176.82 |    0.0198783   |        0 |             0 |
| 2022-06-01 00:00:00 | 4149.78 | 4166.54 | 4073.85 | 4101.23 |   -0.0116994   |        1 |             1 |
| 2022-05-31 00:00:00 | 4151.09 | 4168.34 | 4104.88 | 4132.15 |   -0.00456264  |        0 |             1 |
| 2022-05-27 00:00:00 | 4077.43 | 4158.49 | 4077.43 | 4158.24 |    0.0198189   |        0 |             0 |
| 2022-05-26 00:00:00 | 3984.6  | 4075.14 | 3984.6  | 4057.84 |    0.0183808   |        1 |             0 |
| 2022-05-25 00:00:00 | 3929.59 | 3999.33 | 3925.03 | 3978.73 |    0.0125051   |        1 |             1 |
| 2022-05-24 00:00:00 | 3942.94 | 3955.68 | 3875.13 | 3941.48 |   -0.000370272 |        1 |             1 |
| 2022-05-23 00:00:00 | 3919.42 | 3981.88 | 3909.04 | 3973.75 |    0.0138618   |        0 |             1 |
| 2022-05-20 00:00:00 | 3927.76 | 3943.42 | 3810.32 | 3901.36 |   -0.00672136  |        1 |             1 |
| 2022-05-19 00:00:00 | 3899    | 3945.96 | 3876.58 | 3900.79 |    0.000459102 |        1 |             1 |
| 2022-05-18 00:00:00 | 4051.98 | 4051.98 | 3911.91 | 3923.68 |   -0.0316635   |        0 |             1 |
| 2022-05-17 00:00:00 | 4052    | 4090.72 | 4033.93 | 4088.85 |    0.0090943   |        0 |             0 |
| 2022-05-16 00:00:00 | 4013.02 | 4046.46 | 3983.99 | 4008.01 |   -0.00124844  |        1 |             1 |
| 2022-05-13 00:00:00 | 3963.9  | 4038.88 | 3963.9  | 4023.89 |    0.0151341   |        0 |             0 |
| 2022-05-12 00:00:00 | 3903.95 | 3964.8  | 3858.87 | 3930.08 |    0.00669325  |        1 |             1 |
| 2022-05-11 00:00:00 | 3990.08 | 4049.09 | 3928.82 | 3935.18 |   -0.0137592   |        0 |             1 |
| 2022-05-10 00:00:00 | 4035.18 | 4068.82 | 3958.17 | 4001.05 |   -0.00845808  |        0 |             0 |
| 2022-05-09 00:00:00 | 4081.27 | 4081.27 | 3975.48 | 3991.24 |   -0.0220593   |        1 |             1 |
| 2022-05-06 00:00:00 | 4128.17 | 4157.69 | 4067.91 | 4123.34 |   -0.00117003  |        0 |             0 |
| 2022-05-05 00:00:00 | 4270.43 | 4270.43 | 4106.01 | 4146.87 |   -0.0289339   |        0 |             0 |
| 2022-05-04 00:00:00 | 4181.18 | 4307.66 | 4148.91 | 4300.17 |    0.0284584   |        0 |             0 |
| 2022-05-03 00:00:00 | 4159.78 | 4200.1  | 4147.08 | 4175.48 |    0.00377429  |        1 |             0 |
| 2022-05-02 00:00:00 | 4130.61 | 4169.81 | 4062.51 | 4155.38 |    0.0059967   |        1 |             1 |
| 2022-04-29 00:00:00 | 4253.75 | 4269.68 | 4124.28 | 4131.93 |   -0.0286382   |        1 |             1 |
| 2022-04-28 00:00:00 | 4222.58 | 4308.45 | 4188.63 | 4287.5  |    0.0153745   |        0 |             0 |
| 2022-04-27 00:00:00 | 4186.52 | 4240.71 | 4162.9  | 4183.96 |   -0.0006115   |        1 |             0 |
| 2022-04-26 00:00:00 | 4278.14 | 4278.14 | 4175.04 | 4175.2  |   -0.0240618   |        1 |             1 |
| 2022-04-25 00:00:00 | 4255.34 | 4299.02 | 4200.82 | 4296.12 |    0.00958332  |        0 |             0 |
| 2022-04-22 00:00:00 | 4385.83 | 4385.83 | 4267.62 | 4271.78 |   -0.0260043   |        1 |             1 |
| 2022-04-21 00:00:00 | 4489.17 | 4512.94 | 4384.47 | 4393.66 |   -0.0212756   |        0 |             0 |
| 2022-04-20 00:00:00 | 4472.26 | 4488.29 | 4448.76 | 4459.45 |   -0.00286423  |        0 |             1 |
| 2022-04-19 00:00:00 | 4390.63 | 4471.03 | 4390.63 | 4462.21 |    0.0163029   |        0 |             0 |
| 2022-04-18 00:00:00 | 4385.63 | 4410.31 | 4370.3  | 4391.69 |    0.0013818   |        1 |             1 |
| 2022-04-14 00:00:00 | 4449.12 | 4460.46 | 4390.77 | 4392.59 |   -0.0127059   |        0 |             1 |
| 2022-04-13 00:00:00 | 4394.3  | 4453.92 | 4392.7  | 4446.59 |    0.0118995   |        0 |             0 |
| 2022-04-12 00:00:00 | 4437.59 | 4471    | 4381.34 | 4397.45 |   -0.00904537  |        1 |             1 |
| 2022-04-11 00:00:00 | 4462.64 | 4464.35 | 4408.38 | 4412.53 |   -0.0112289   |        0 |             1 |
| 2022-04-08 00:00:00 | 4494.15 | 4520.41 | 4474.6  | 4488.28 |   -0.00130617  |        0 |             0 |
| 2022-04-07 00:00:00 | 4474.65 | 4521.16 | 4450.3  | 4500.21 |    0.00571219  |        0 |             0 |
| 2022-04-06 00:00:00 | 4494.17 | 4503.94 | 4450.04 | 4481.15 |   -0.00289709  |        1 |             0 |
| 2022-04-05 00:00:00 | 4572.45 | 4593.45 | 4514.17 | 4525.12 |   -0.0103511   |        0 |             0 |
| 2022-04-04 00:00:00 | 4547.97 | 4583.5  | 4539.21 | 4582.64 |    0.00762316  |        0 |             0 |
| 2022-04-01 00:00:00 | 4540.32 | 4548.7  | 4507.57 | 4545.86 |    0.00122019  |        1 |             0 |
| 2022-03-31 00:00:00 | 4599.02 | 4603.07 | 4530.41 | 4530.41 |   -0.0149184   |        1 |             0 |
| 2022-03-30 00:00:00 | 4624.2  | 4627.77 | 4581.32 | 4602.45 |   -0.00470352  |        0 |             0 |
| 2022-03-29 00:00:00 | 4602.86 | 4637.3  | 4589.66 | 4631.6  |    0.006244    |        0 |             0 |
| 2022-03-28 00:00:00 | 4541.09 | 4575.65 | 4517.69 | 4575.52 |    0.00758192  |        1 |             0 |
| 2022-03-25 00:00:00 | 4522.91 | 4546.03 | 4501.07 | 4543.06 |    0.00445507  |        1 |             0 |
| 2022-03-24 00:00:00 | 4469.98 | 4520.58 | 4465.17 | 4520.16 |    0.011226    |        1 |             0 |
| 2022-03-23 00:00:00 | 4493.1  | 4501.07 | 4455.81 | 4456.24 |   -0.00820366  |        1 |             0 |
| 2022-03-22 00:00:00 | 4469.1  | 4522    | 4469.1  | 4511.61 |    0.00951193  |        0 |             0 |
| 2022-03-21 00:00:00 | 4462.4  | 4481.75 | 4424.3  | 4461.18 |   -0.000273334 |        1 |             0 |
| 2022-03-18 00:00:00 | 4407.34 | 4465.4  | 4390.57 | 4463.12 |    0.0126562   |        0 |             0 |
| 2022-03-17 00:00:00 | 4345.11 | 4412.67 | 4335.65 | 4411.67 |    0.0153184   |        1 |             0 |
| 2022-03-16 00:00:00 | 4288.14 | 4358.9  | 4251.99 | 4357.86 |    0.0162587   |        1 |             0 |
| 2022-03-15 00:00:00 | 4188.82 | 4271.05 | 4187.9  | 4262.45 |    0.0175778   |        1 |             0 |
| 2022-03-14 00:00:00 | 4202.75 | 4247.57 | 4161.72 | 4173.11 |   -0.00705256  |        1 |             1 |
| 2022-03-11 00:00:00 | 4279.5  | 4291.01 | 4200.49 | 4204.31 |   -0.0175698   |        0 |             1 |
| 2022-03-10 00:00:00 | 4252.55 | 4268.28 | 4209.8  | 4259.52 |    0.00163907  |        0 |             1 |
| 2022-03-09 00:00:00 | 4223.1  | 4299.4  | 4223.1  | 4277.88 |    0.0129715   |        0 |             0 |
| 2022-03-08 00:00:00 | 4202.66 | 4276.94 | 4157.87 | 4170.7  |   -0.0076047   |        1 |             1 |
| 2022-03-07 00:00:00 | 4327.01 | 4327.01 | 4199.85 | 4201.09 |   -0.0291009   |        0 |             1 |
| 2022-03-04 00:00:00 | 4342.12 | 4342.12 | 4284.98 | 4328.87 |   -0.0030515   |        0 |             1 |
| 2022-03-03 00:00:00 | 4401.31 | 4416.78 | 4345.56 | 4363.49 |   -0.00859286  |        0 |             1 |
| 2022-03-02 00:00:00 | 4322.56 | 4401.48 | 4322.56 | 4386.54 |    0.0148014   |        0 |             0 |
| 2022-03-01 00:00:00 | 4363.14 | 4378.45 | 4279.54 | 4306.26 |   -0.0130366   |        1 |             1 |
| 2022-02-28 00:00:00 | 4354.17 | 4388.84 | 4315.12 | 4373.94 |    0.00454048  |        0 |             1 |
| 2022-02-25 00:00:00 | 4298.38 | 4385.34 | 4286.83 | 4384.65 |    0.0200704   |        0 |             0 |
| 2022-02-24 00:00:00 | 4155.77 | 4294.73 | 4114.65 | 4288.7  |    0.0319869   |        1 |             1 |
| 2022-02-23 00:00:00 | 4324.93 | 4341.51 | 4221.51 | 4225.5  |   -0.02299     |        1 |             1 |
| 2022-02-22 00:00:00 | 4332.74 | 4362.12 | 4267.11 | 4304.76 |   -0.00645792  |        0 |             1 |
| 2022-02-18 00:00:00 | 4384.57 | 4394.6  | 4327.22 | 4348.87 |   -0.00814212  |        0 |             1 |
| 2022-02-17 00:00:00 | 4456.06 | 4456.06 | 4373.81 | 4380.26 |   -0.0170106   |        0 |             1 |
| 2022-02-16 00:00:00 | 4455.75 | 4489.55 | 4429.68 | 4475.01 |    0.00432245  |        0 |             1 |
| 2022-02-15 00:00:00 | 4429.28 | 4472.77 | 4429.28 | 4471.07 |    0.00943495  |        1 |             0 |
| 2022-02-14 00:00:00 | 4412.61 | 4426.22 | 4364.84 | 4401.67 |   -0.00247925  |        1 |             0 |
| 2022-02-11 00:00:00 | 4506.27 | 4526.33 | 4401.41 | 4418.64 |   -0.0194462   |        0 |             1 |
| 2022-02-10 00:00:00 | 4553.24 | 4588.92 | 4484.31 | 4504.08 |   -0.0107967   |        0 |             1 |
| 2022-02-09 00:00:00 | 4547    | 4590.03 | 4547    | 4587.18 |    0.00883663  |        0 |             0 |
| 2022-02-08 00:00:00 | 4480.02 | 4531.32 | 4465.4  | 4521.54 |    0.00926782  |        1 |             1 |
| 2022-02-07 00:00:00 | 4505.75 | 4521.86 | 4471.47 | 4483.87 |   -0.00485599  |        1 |             1 |
| 2022-02-04 00:00:00 | 4482.79 | 4539.66 | 4451.5  | 4500.53 |    0.0039573   |        0 |             1 |
| 2022-02-03 00:00:00 | 4535.41 | 4542.88 | 4470.39 | 4477.44 |   -0.0127817   |        1 |             1 |
| 2022-02-02 00:00:00 | 4566.39 | 4595.31 | 4544.32 | 4589.38 |    0.00503456  |        0 |             0 |
| 2022-02-01 00:00:00 | 4519.57 | 4550.49 | 4483.53 | 4546.54 |    0.00596743  |        1 |             0 |
| 2022-01-31 00:00:00 | 4431.79 | 4516.89 | 4414.02 | 4515.55 |    0.0188998   |        1 |             0 |
| 2022-01-28 00:00:00 | 4336.19 | 4432.72 | 4292.46 | 4431.85 |    0.0220609   |        1 |             0 |
| 2022-01-27 00:00:00 | 4380.58 | 4428.74 | 4309.5  | 4326.51 |   -0.0123432   |        1 |             1 |
| 2022-01-26 00:00:00 | 4408.43 | 4453.23 | 4304.8  | 4349.93 |   -0.01327     |        0 |             1 |
| 2022-01-25 00:00:00 | 4366.64 | 4411.01 | 4287.11 | 4356.45 |   -0.00233359  |        0 |             1 |
| 2022-01-24 00:00:00 | 4356.32 | 4417.35 | 4222.62 | 4410.13 |    0.0123522   |        0 |             0 |
| 2022-01-21 00:00:00 | 4471.38 | 4494.52 | 4395.34 | 4397.94 |   -0.0164244   |        1 |             1 |
| 2022-01-20 00:00:00 | 4547.35 | 4602.11 | 4477.95 | 4482.73 |   -0.0142105   |        0 |             1 |
| 2022-01-19 00:00:00 | 4588.03 | 4611.55 | 4530.2  | 4532.76 |   -0.0120466   |        0 |             1 |
| 2022-01-18 00:00:00 | 4632.24 | 4632.24 | 4568.7  | 4577.11 |   -0.0119014   |        0 |             1 |
| 2022-01-14 00:00:00 | 4637.99 | 4665.13 | 4614.75 | 4662.85 |    0.00536005  |        0 |             1 |
| 2022-01-13 00:00:00 | 4733.56 | 4744.13 | 4650.29 | 4659.03 |   -0.0157451   |        1 |             0 |
| 2022-01-12 00:00:00 | 4728.59 | 4748.83 | 4706.71 | 4726.35 |   -0.00047366  |        0 |             1 |
| 2022-01-11 00:00:00 | 4669.14 | 4714.13 | 4638.27 | 4713.07 |    0.00940852  |        1 |             1 |
| 2022-01-10 00:00:00 | 4655.34 | 4673.02 | 4582.24 | 4670.29 |    0.00321141  |        1 |             1 |
| 2022-01-07 00:00:00 | 4697.66 | 4707.95 | 4662.74 | 4677.03 |   -0.00439163  |        0 |             1 |
| 2022-01-06 00:00:00 | 4693.39 | 4725.01 | 4671.26 | 4696.05 |    0.000566684 |        0 |             1 |
| 2022-01-05 00:00:00 | 4787.99 | 4797.7  | 4699.44 | 4700.58 |   -0.0182561   |        0 |             1 |
| 2022-01-04 00:00:00 | 4804.51 | 4818.62 | 4774.27 | 4793.54 |   -0.00228321  |        0 |             0 |
| 2022-01-03 00:00:00 | 4778.14 | 4796.64 | 4758.17 | 4796.56 |    0.00385504  |        0 |             0 |
| 2021-12-31 00:00:00 | 4775.21 | 4786.83 | 4765.75 | 4766.18 |   -0.00189097  |        1 |             1 |
| 2021-12-30 00:00:00 | 4794.23 | 4808.93 | 4775.33 | 4778.73 |   -0.00323305  |        0 |             0 |
| 2021-12-29 00:00:00 | 4788.64 | 4804.06 | 4778.08 | 4793.06 |    0.000923001 |        0 |             1 |
| 2021-12-28 00:00:00 | 4795.49 | 4807.02 | 4780.04 | 4786.35 |   -0.00190599  |        1 |             1 |
| 2021-12-27 00:00:00 | 4733.99 | 4791.49 | 4733.99 | 4791.19 |    0.0120828   |        0 |             0 |
| 2021-12-23 00:00:00 | 4703.96 | 4740.74 | 4703.96 | 4725.79 |    0.00464079  |        1 |             1 |
| 2021-12-22 00:00:00 | 4650.36 | 4697.67 | 4645.53 | 4696.56 |    0.00993476  |        1 |             1 |
| 2021-12-21 00:00:00 | 4594.96 | 4651.14 | 4583.16 | 4649.23 |    0.0118108   |        1 |             0 |
| 2021-12-20 00:00:00 | 4587.9  | 4587.9  | 4531.1  | 4568.02 |   -0.00433311  |        1 |             1 |
| 2021-12-17 00:00:00 | 4652.5  | 4666.7  | 4600.22 | 4620.64 |   -0.0068479   |        0 |             1 |
| 2021-12-16 00:00:00 | 4719.13 | 4731.99 | 4651.89 | 4668.67 |   -0.0106926   |        0 |             0 |
| 2021-12-15 00:00:00 | 4636.46 | 4712.6  | 4611.22 | 4709.85 |    0.0158289   |        0 |             0 |
| 2021-12-14 00:00:00 | 4642.99 | 4660.47 | 4606.52 | 4634.09 |   -0.00191695  |        1 |             1 |
| 2021-12-13 00:00:00 | 4710.3  | 4710.3  | 4667.6  | 4668.97 |   -0.0087743   |        0 |             0 |
| 2021-12-10 00:00:00 | 4687.64 | 4713.57 | 4670.24 | 4712.02 |    0.00520089  |        0 |             1 |
| 2021-12-09 00:00:00 | 4691    | 4695.26 | 4665.98 | 4667.45 |   -0.00502021  |        1 |             0 |
| 2021-12-08 00:00:00 | 4690.86 | 4705.06 | 4674.52 | 4701.21 |    0.00220644  |        0 |             0 |
| 2021-12-07 00:00:00 | 4631.97 | 4694.04 | 4631.97 | 4686.75 |    0.0118265   |        1 |             0 |
| 2021-12-06 00:00:00 | 4548.37 | 4612.6  | 4540.51 | 4591.67 |    0.00951985  |        1 |             1 |
| 2021-12-03 00:00:00 | 4589.49 | 4608.03 | 4495.12 | 4538.43 |   -0.0111254   |        1 |             0 |
| 2021-12-02 00:00:00 | 4504.73 | 4595.46 | 4504.73 | 4577.1  |    0.0160654   |        0 |             0 |
| 2021-12-01 00:00:00 | 4602.82 | 4652.94 | 4510.27 | 4513.04 |   -0.0195054   |        1 |             0 |
| 2021-11-30 00:00:00 | 4640.25 | 4646.02 | 4560    | 4567    |   -0.0157858   |        0 |             0 |
| 2021-11-29 00:00:00 | 4628.75 | 4672.95 | 4625.26 | 4655.27 |    0.00572941  |        0 |             0 |
